age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32,technician,married,university.degree,no,yes,no,cellular,aug,tue,815,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
41,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,834,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
29,services,single,high.school,no,yes,no,telephone,may,thu,93,1,999,0,nonexistent,-1.8,93.876,-40.0,0.6990000000000001,5008.7,1
51,technician,married,basic.9y,no,no,no,telephone,jun,fri,302,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
30,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,322,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,-1
31,admin.,single,high.school,no,no,no,cellular,jul,mon,88,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,-1
24,services,single,high.school,no,yes,no,telephone,jun,mon,341,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,-1
47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,100,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,219,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
51,technician,married,professional.course,no,yes,no,telephone,may,mon,220,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,-1
39,technician,single,professional.course,no,yes,no,telephone,jun,fri,127,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,-1
41,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,1085,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1
75,retired,married,basic.9y,no,no,no,cellular,oct,mon,120,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,-1
34,technician,married,basic.9y,no,yes,no,cellular,apr,mon,904,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
26,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue,1833,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,1
35,unemployed,married,high.school,no,yes,no,cellular,aug,mon,362,1,6,1,success,-1.7,94.027,-38.3,0.904,4991.6,1
58,retired,married,high.school,no,yes,no,cellular,aug,tue,242,6,3,1,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,1
54,technician,married,high.school,no,yes,no,telephone,jun,fri,47,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,-1
42,admin.,single,university.degree,no,no,no,cellular,aug,wed,286,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,-1
32,admin.,married,university.degree,no,yes,no,cellular,aug,tue,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,-1
35,blue-collar,single,professional.course,no,yes,no,cellular,jun,mon,264,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
48,admin.,married,university.degree,no,yes,no,cellular,apr,thu,220,2,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,-1
30,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,985,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,1
29,services,married,professional.course,no,no,no,cellular,aug,tue,836,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
31,technician,married,university.degree,no,no,no,cellular,aug,mon,109,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.861,5076.2,-1
41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,174,1,4,3,failure,-1.7,94.027,-38.3,0.905,4991.6,1
59,admin.,divorced,high.school,unknown,no,yes,cellular,jul,mon,630,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,1
26,unemployed,single,university.degree,no,yes,no,cellular,apr,thu,618,1,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,1
51,admin.,married,university.degree,no,yes,yes,cellular,oct,thu,236,3,3,1,success,-1.1,94.601,-49.5,0.965,4963.6,1
39,admin.,single,high.school,no,yes,no,cellular,may,wed,130,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,-1
36,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,282,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,-1
32,admin.,single,university.degree,no,yes,no,telephone,jun,mon,85,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,-1
42,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,42,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,-1
48,self-employed,divorced,university.degree,no,no,no,cellular,aug,fri,166,1,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,-1
54,admin.,married,university.degree,no,no,no,cellular,nov,mon,178,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,-1
70,retired,married,basic.4y,no,yes,no,cellular,aug,tue,356,3,6,1,success,-1.7,94.027,-38.3,0.904,4991.6,1
40,admin.,divorced,university.degree,no,yes,no,cellular,apr,mon,238,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,-1
31,technician,single,professional.course,no,yes,no,cellular,aug,tue,162,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,-1
37,admin.,single,university.degree,no,yes,no,cellular,apr,thu,261,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
40,technician,single,university.degree,no,no,no,cellular,nov,mon,984,5,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
39,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,139,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,-1
26,admin.,single,high.school,no,no,no,cellular,jul,mon,226,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
31,admin.,single,basic.9y,no,no,no,cellular,jul,fri,978,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,1
55,admin.,married,high.school,no,yes,no,telephone,may,wed,497,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,-1
50,self-employed,married,basic.9y,no,yes,yes,cellular,may,mon,673,6,3,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1,1
33,blue-collar,single,basic.4y,no,unknown,unknown,cellular,may,tue,225,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,-1
44,admin.,single,university.degree,no,no,no,cellular,aug,mon,207,1,6,1,success,-2.9,92.20100000000001,-31.4,0.861,5076.2,1
38,technician,single,professional.course,no,yes,no,cellular,may,thu,855,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,1
42,technician,divorced,professional.course,no,yes,yes,cellular,apr,thu,144,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,-1
34,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,1491,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,1
50,technician,married,basic.9y,no,no,no,cellular,nov,fri,705,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1
38,technician,married,university.degree,no,yes,yes,cellular,dec,wed,310,1,999,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,1
28,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1060,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
29,student,single,professional.course,no,yes,yes,cellular,nov,thu,123,1,7,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
36,management,married,university.degree,no,yes,no,cellular,nov,wed,94,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,-1
39,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,84,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,173,1,1,1,success,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,1
50,housemaid,divorced,high.school,no,no,no,cellular,nov,wed,136,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,-1
30,admin.,married,university.degree,no,no,no,cellular,apr,tue,161,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
36,admin.,single,university.degree,no,yes,no,telephone,may,tue,521,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,1
27,student,single,basic.9y,no,yes,yes,cellular,may,mon,775,1,999,0,nonexistent,-1.8,93.876,-40.0,0.701,5008.7,1
31,entrepreneur,single,university.degree,no,yes,no,cellular,may,wed,318,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,-1
54,services,married,high.school,no,yes,no,cellular,aug,tue,136,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,-1
30,admin.,single,professional.course,no,unknown,unknown,cellular,jun,thu,246,1,7,1,success,-2.9,92.963,-40.8,1.26,5076.2,1
27,blue-collar,unknown,high.school,no,no,no,cellular,aug,fri,192,1,4,1,success,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,1
35,admin.,married,high.school,unknown,no,no,telephone,may,fri,290,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,-1
32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,82,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
32,technician,single,university.degree,no,no,no,cellular,jun,mon,1048,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
80,retired,divorced,basic.4y,no,yes,no,telephone,apr,wed,403,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,1
26,services,married,high.school,no,yes,yes,cellular,jul,wed,134,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
41,admin.,married,university.degree,no,no,no,telephone,nov,tue,234,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1
26,admin.,single,university.degree,no,no,no,cellular,aug,mon,242,1,6,5,success,-1.7,94.027,-38.3,0.904,4991.6,1
51,entrepreneur,married,illiterate,no,yes,no,cellular,apr,thu,838,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
35,management,married,university.degree,no,no,no,cellular,may,thu,597,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,1
35,technician,married,basic.9y,no,no,no,cellular,may,tue,580,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,1
33,technician,single,university.degree,no,no,no,cellular,apr,thu,657,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1
31,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,161,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,-1
45,admin.,single,university.degree,no,no,yes,telephone,may,tue,766,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,-1
48,admin.,married,high.school,no,no,no,telephone,oct,mon,312,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,5.0,5195.8,1
32,technician,single,university.degree,no,no,no,telephone,may,wed,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,-1
27,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,mon,119,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,-1
48,housemaid,married,university.degree,no,yes,no,cellular,jul,mon,306,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
39,admin.,married,university.degree,no,no,no,cellular,may,tue,614,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,1
32,admin.,single,university.degree,no,no,no,cellular,aug,tue,1613,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
45,admin.,married,high.school,no,yes,yes,cellular,apr,fri,636,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
33,entrepreneur,married,university.degree,no,yes,yes,cellular,jul,mon,285,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
50,self-employed,divorced,university.degree,unknown,yes,no,cellular,jul,mon,433,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
37,technician,married,professional.course,unknown,yes,yes,telephone,jun,tue,192,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,-1
38,management,married,university.degree,unknown,no,yes,cellular,aug,wed,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,-1
50,technician,married,university.degree,no,yes,yes,cellular,sep,wed,1353,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7490000000000001,5017.5,-1
34,admin.,single,high.school,no,yes,no,telephone,may,tue,386,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,-1
19,student,single,basic.9y,no,yes,no,cellular,mar,fri,126,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,1
29,admin.,married,high.school,no,yes,no,cellular,may,tue,57,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,-1
35,technician,married,high.school,no,no,no,cellular,aug,tue,121,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,-1
53,housemaid,married,high.school,no,no,yes,cellular,jun,thu,147,1,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,1
48,technician,married,professional.course,no,yes,no,cellular,sep,mon,669,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,-1
35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,275,1,6,2,success,-1.7,94.215,-40.3,0.889,4991.6,1
43,admin.,divorced,high.school,no,no,no,cellular,jul,wed,764,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,1
38,admin.,divorced,professional.course,no,no,no,cellular,aug,thu,201,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.851,5076.2,-1
35,admin.,married,university.degree,no,no,no,cellular,oct,wed,194,1,3,2,success,-1.1,94.601,-49.5,0.985,4963.6,1
53,technician,married,professional.course,unknown,no,no,cellular,jul,fri,69,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
34,self-employed,single,university.degree,no,yes,no,telephone,apr,tue,118,6,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,-1
45,entrepreneur,married,university.degree,unknown,yes,yes,cellular,jul,thu,62,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
33,services,single,high.school,no,no,no,telephone,jun,fri,15,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,-1
52,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,287,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,1
52,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,fri,541,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,-1
57,management,married,university.degree,no,yes,no,telephone,may,tue,379,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,-1
42,services,married,high.school,no,yes,no,cellular,nov,mon,252,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,-1
37,admin.,divorced,high.school,no,yes,no,telephone,jun,fri,7,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,-1
41,technician,married,professional.course,no,yes,no,cellular,aug,wed,112,8,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,-1
42,housemaid,married,university.degree,no,no,no,cellular,nov,mon,176,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,-1
45,admin.,married,university.degree,no,yes,yes,cellular,may,tue,826,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,1
39,technician,married,professional.course,no,no,no,telephone,may,tue,411,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,-1
48,admin.,married,high.school,no,no,no,cellular,aug,thu,663,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
31,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,fri,1081,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,1
33,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,191,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,-1
25,technician,single,university.degree,no,yes,no,telephone,aug,thu,256,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,1
50,admin.,divorced,university.degree,no,no,yes,cellular,may,mon,213,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,1
52,management,married,professional.course,no,yes,no,cellular,jul,mon,491,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,1
48,management,married,university.degree,no,yes,no,telephone,may,thu,190,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,-1
35,admin.,married,high.school,no,yes,no,cellular,jul,wed,273,2,15,1,success,-1.7,94.215,-40.3,0.802,4991.6,1
38,admin.,divorced,high.school,no,no,no,cellular,apr,tue,172,2,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,-1
45,management,married,university.degree,no,no,no,cellular,sep,wed,293,2,3,2,success,-1.1,94.199,-37.5,0.8859999999999999,4963.6,1
46,technician,married,high.school,no,yes,no,cellular,nov,mon,171,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,-1
39,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,634,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,1
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,-1
46,unemployed,married,basic.9y,no,no,no,cellular,jun,tue,294,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
43,entrepreneur,married,high.school,no,no,no,telephone,jun,thu,1141,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1
53,admin.,married,high.school,no,no,no,cellular,aug,wed,552,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,-1
24,student,single,professional.course,no,yes,no,cellular,apr,thu,413,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
47,services,married,basic.4y,no,yes,yes,cellular,aug,tue,220,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,-1
28,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,251,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
45,services,married,basic.6y,no,yes,yes,telephone,jun,thu,138,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,-1
33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,1
34,admin.,single,university.degree,no,yes,yes,telephone,jul,mon,4,1,999,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,-1
33,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,tue,889,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,1
22,technician,single,university.degree,no,yes,no,cellular,jun,fri,163,4,999,1,failure,-2.9,92.963,-40.8,1.268,5076.2,1
53,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,may,mon,63,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,-1
28,services,married,high.school,no,no,no,cellular,jul,tue,214,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
31,technician,single,high.school,no,no,no,cellular,aug,tue,191,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,-1
71,retired,married,basic.4y,no,yes,no,cellular,sep,tue,206,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,1
34,services,married,high.school,no,no,no,telephone,may,tue,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,-1
48,services,divorced,high.school,no,yes,yes,cellular,apr,mon,111,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,-1
51,admin.,married,university.degree,no,no,no,cellular,jun,mon,297,4,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,1
32,unemployed,married,high.school,no,yes,no,cellular,nov,thu,728,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
24,admin.,single,high.school,no,no,no,telephone,may,tue,172,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,-1
25,unemployed,single,high.school,unknown,no,no,telephone,may,wed,694,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1
39,blue-collar,married,basic.9y,no,no,no,telephone,oct,fri,270,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,5.045,5195.8,1
29,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,445,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,1
34,admin.,single,high.school,no,no,no,cellular,jul,wed,346,1,999,1,failure,-1.7,94.215,-40.3,0.802,4991.6,1
22,services,single,high.school,no,no,no,cellular,apr,thu,699,2,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,-1
46,entrepreneur,married,high.school,no,yes,no,cellular,aug,tue,435,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,-1
45,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,-1
41,technician,married,high.school,no,no,no,cellular,aug,wed,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,-1
37,admin.,married,high.school,no,no,no,telephone,apr,tue,426,2,999,0,nonexistent,-1.8,93.749,-34.6,0.6459999999999999,5008.7,1
23,unemployed,single,basic.9y,no,yes,no,cellular,oct,thu,238,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,1
56,retired,married,professional.course,no,unknown,unknown,cellular,oct,thu,181,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1
54,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,423,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,-1
30,admin.,married,high.school,no,yes,no,telephone,nov,thu,26,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,-1
30,self-employed,married,university.degree,no,yes,no,telephone,sep,mon,103,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7709999999999999,5017.5,-1
31,technician,single,professional.course,no,no,no,cellular,nov,wed,215,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,-1
49,admin.,married,university.degree,no,yes,no,telephone,aug,fri,4,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6,-1
35,management,married,university.degree,no,no,no,cellular,apr,thu,375,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
35,admin.,single,university.degree,no,yes,no,cellular,may,fri,662,1,12,1,success,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1
47,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,641,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
49,services,married,high.school,no,no,no,cellular,aug,mon,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,-1
42,admin.,single,high.school,no,no,no,cellular,sep,wed,638,1,14,1,success,-1.1,94.199,-37.5,0.88,4963.6,1
29,admin.,single,university.degree,no,yes,no,cellular,may,wed,232,1,999,1,failure,-1.8,93.876,-40.0,0.672,5008.7,1
40,management,married,university.degree,no,yes,no,cellular,jul,fri,955,1,9,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,1
36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,-1
35,technician,married,professional.course,no,no,no,cellular,nov,tue,98,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,-1
47,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,232,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,1
24,admin.,single,university.degree,no,yes,no,cellular,mar,wed,145,2,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,1
55,admin.,married,high.school,no,yes,no,cellular,jul,mon,700,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,1
59,admin.,married,university.degree,no,no,yes,cellular,sep,wed,193,1,3,1,success,-1.1,94.199,-37.5,0.8859999999999999,4963.6,1
54,blue-collar,married,basic.9y,no,yes,no,cellular,jun,fri,239,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,1
38,admin.,married,university.degree,no,no,no,telephone,jun,fri,460,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1
54,blue-collar,single,unknown,no,no,no,telephone,jul,mon,185,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,-1
37,admin.,married,university.degree,no,no,no,telephone,jun,wed,867,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
39,admin.,single,high.school,no,yes,no,cellular,mar,tue,395,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,1
37,admin.,married,university.degree,no,yes,no,cellular,may,fri,685,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,1
58,technician,married,basic.9y,no,yes,no,cellular,aug,mon,324,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
70,retired,married,high.school,no,yes,no,cellular,sep,fri,144,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.741,5017.5,-1
25,student,single,high.school,no,yes,no,cellular,oct,mon,211,2,6,3,success,-1.1,94.601,-49.5,1.032,4963.6,1
47,admin.,married,high.school,no,yes,no,telephone,may,fri,352,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,-1
31,admin.,married,high.school,no,yes,no,cellular,jul,thu,627,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,1
60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,571,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
32,admin.,single,university.degree,no,no,no,cellular,jul,tue,527,1,999,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,1
25,admin.,married,unknown,no,no,no,cellular,nov,thu,110,1,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
37,technician,single,professional.course,no,yes,no,cellular,aug,thu,286,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,-1
45,blue-collar,married,basic.9y,no,no,no,cellular,jun,mon,177,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
55,admin.,divorced,high.school,no,unknown,unknown,cellular,nov,wed,370,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,-1
42,self-employed,married,university.degree,unknown,yes,no,cellular,aug,tue,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,-1
27,admin.,single,university.degree,no,no,no,cellular,mar,tue,238,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,1
30,technician,single,university.degree,no,no,no,telephone,oct,wed,676,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.936,5195.8,1
53,technician,married,professional.course,no,no,no,cellular,may,mon,421,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,1
41,technician,married,professional.course,no,no,no,telephone,may,fri,34,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,-1
33,self-employed,married,basic.6y,no,no,no,telephone,may,fri,648,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,-1
